katharinakrombholz,,"proof of work system,digital currency,ledger,blockchain,cryptocurrency,source code,cryptography,internet privacy,computer security,computer science",,,,,,
katharine gammon,,"blockchain,data integrity,immunology,computer security,medicine",,,,,,
katherine stewart,,"distributed ledger,blockchain,information privacy,emerging technologies,the internet,marketing,business",,,,,,
kathrine galloway,,"blockchain,information asymmetry,internet privacy,business",,,,,,
kathryn a monk,natural resources wales,"science communication,blockchain,energy security,horizon,biodiversity,environmental resource management,ecology,biology",,,,,,
kathy wang,federal reserve system,"digital asset,distributed ledger,clearing,payment,distributed data store,financial services,derivative,cryptography,commerce,economics",,,,,,
katiuscia mannaro,university of cagliari,"smart contract,cryptocurrency,energy market,smart grid,database transaction,modular design,renewable energy,software,commerce,business",,,,,,
katja kous,university of maribor,"blockchain,performance art,cartography,art",,,,,,
kato toshihiko,,"proof of work system,blockchain,payment,internet privacy,computer security,business",,,,,,
katrin tinn,imperial college london,"moral hazard,blockchain,external financing,equity,cash flow,debt,finance,business",,,,,,
katya malinova,university of toronto,"distributed ledger,ledger,blockchain,market liquidity,welfare,financial market,transparency,finance,business",,,,,,
kaufman rostislav,,"blockchain,internet privacy,computer science",,,,,,
kaustubh dutta,kiit university,"ledger,blockchain,cryptocurrency,data protection act 1998,anonymity,database transaction,data integrity,computer security,artificial intelligence,machine learning,computer science",,,,,,
kazim rifat ozyilmaz,bogazici university,"lpwan,blockchain,default gateway,work in process,proof of concept,scalability,architecture,software,computer network,distributed computing,computer science",,,,,,
kazuhiro yamashita,fujitsu,"smart contract,software security assurance,cryptocurrency,financial transaction,correctness,diagram,scripting language,source code,distributed computing,computer security,computer science",,,,,,
kazuki ikeda,,"blockchain,barter,peer to peer,commerce,business",,,,,,
kazutoshi higashiyama,,"blockchain,knowledge management,economics",,,,,,
kazutsuna yamaji,national institute of informatics,"blockchain,knowledge management,computer science",,,,,,
kazuyuki shudo,,"blockchain,open problem,software portability,middleware,incentive,distributed computing,computer science",,,,,,
kc,,"token economy,bittorrent,file sharing,blockchain,computer network,computer science",,,,,,
ke huang,university of electronic science and technology of china,"micropayment,blockchain,payment,database transaction,scalability,routing protocol,channel,economic system,computer science",,,,,,
ke wang,,"blockchain,visualization,semantics,theoretical computer science,computer science",,,,,,
kedan li,,"voting,blockchain,arbitration,software deployment,database transaction,convergence,distributed computing,computer science",,,,,,
keerthi prabhu,mksss s cummins college of engineering for women,"proof of stake,identity management,blockchain,information security,distributed database,decentralization,scalability,cryptography,internet privacy,computer security,computer science",,,,,,
kefa rabah,,"distributed ledger,voting,blockchain,exchange value,industrial revolution,commerce,business",,,,,,
kei leo brousmiche,,"smart contract,blockchain,paradigm shift,scalability,systems engineering,distributed computing,computer science",,,,,,
keileo brousmiche,,"smart contract,blockchain,formalism,formal verification,model checking,distributed computing,computer science",,,,,,
keir finlowbates,,"distributed ledger,public key cryptography,blockchain,identifier,hash function,distributed computing,computer science",,,,,,
keith godfrey,university of western australia,"january effect,names of the days of the week,blockchain,arbitrage,equity,financial system,economics",,,,,,
keith mayes,royal holloway university of london,"blockchain,distributed computing,computer security,computer science",,,,,,
keith nichols,,"blockchain,real estate,finance,business",,,,,,
keith saxton,,"blockchain,financial analysis,financial risk,finance,business",,,,,,
kejiao li,peking university,"voting,blockchain,arbitration,software deployment,database transaction,convergence,distributed computing,computer science",,,,,,
kelce s wilson,,"trusted timestamping,timestamping,blockchain,electronic document,timestamp,secrecy,credibility,computer security,computer science",,,,,,
kelong cong,,"distributed ledger,byzantine fault tolerance,blockchain,exploit,database transaction,throughput,distributed computing,computer science",,,,,,
kelsey bolin,,"securities act of 1933,corporate law,ledger,blockchain,cryptocurrency,securities fraud,national security,financial system,business",,,,,,
kelvin cheng,,"industrial internet,process automation system,blockchain,last mile,heavy industry,interoperability,emerging technologies,sustainability,systems engineering,engineering",,,,,,
kem z k zhang,university of science and technology of china,"smart contract,blockchain,sharing economy,smart city,internet of things,information and communications technology,commerce,business",,,,,,
kemal akkaya,southern illinois university carbondale,"public key cryptography,ledger,blockchain,service provider,computer security,computer science",,,,,,
ken naganuma,hitachi,"proof of knowledge,public key cryptography,blockchain,communication source,money laundering,decentralised system,audit,computer security,computer science",,,,,,
kenji natori,chiba university,"blockchain,knowledge management,economics",,,,,,
kenji saito,,"blockchain,open problem,software portability,middleware,incentive,distributed computing,computer science",,,,,,
kenny daniel,,"smart contract,blockchain,credit risk,software agent,artificial intelligence,machine learning,computer science",,,,,,
kensuke miyashita,kyoto women s university,"blockchain,knowledge management,computer science",,,,,,
kenta takahashi,hitachi,"blockchain,biometrics,theoretical computer science,computer security,computer science",,,,,,
kentaroh toyoda,keio university,"blockchain,possession,experimental system,radio frequency identification,supply chain,leverage,management system,the internet,computer security,computer science",,,,,,
kevin a kwiat,air force research laboratory,"distributed ledger,blockchain,upload,identifier,provenance,web service,cloud computing,architecture,world wide web,database,computer science",,,,,,
kevin curran,,"blockchain,gold standard,database,computer science",,,,,,
kevin d werbach,university of pennsylvania,"digital currency,blockchain,enforcement,leverage,corporate governance,the internet,public policy,information technology,commerce,law,business",,,,,,
kevin delmolino,university of maryland college park,"smart contract,cryptocurrency,currency,best practice,computer security,computer science",,,,,,
kevin digrazia,,"cyber insurance,blockchain,data security,computer security,business",,,,,,
kevin hernandez,,"blockchain,systems engineering,operations research,engineering",,,,,,
kevin j gaston,university of exeter,"science communication,blockchain,energy security,horizon,biodiversity,environmental resource management,ecology,biology",,,,,,
kevin judd mckernan,,"genome,blockchain,sight,publication,audience measurement,cloud computing,publishing,genetics,biology",,,,,,
kevin liao,arizona state university,"blockchain,whale,internet privacy,computer security,computer science",,,,,,
kevin liu,,"external auditor,voting,blockchain,ranging,data sharing,health care,management science,knowledge management,computer science",,,,,,
kevin marks,,"blockchain,summit,hedge fund,library science,political science",,,,,,
kevin rutter,,"distributed ledger,smart contract,fintech,ledger,blockchain,return on equity,risk management,computer security,computer science",,,,,,
kevin t hanrahan,jpmorgan chase,"distributed ledger,database,computer science",,,,,,
kevin zawicki,,"hash tree,blockchain,if and only if,data set,access control,data mining,computer science",,,,,,
khai leong yong,data storage institute,"web analytics,web of things,blockchain,analytics,internet of things,data analysis,computer data storage,internet privacy,world wide web,computer science",,,,,,
khaled riad,university of science and technology beijing,"voting,computational law,instant,blockchain,witness,payment,stock exchange,database transaction,distributed computing,artificial intelligence,machine learning,computer science",,,,,,
khaled salah,khalifa university,"multitier architecture,blockchain,open research,compromise,internet of things,distributed computing,computer science",,,,,,
khaled shuaib,united arab emirates university,"blockchain,network functions virtualization,software defined networking,agile software development,software deployment,internet of things,cloud computing,health care,computer security,computer science",,,,,,
khamila nurul khaqqi,nanyang technological university,"emissions trading,reputation system,drawback,blockchain,reputation,energy economics,commerce,process management,control engineering,economics",,,,,,
khanh dang ngo,,"distributed ledger,blockchain,clearing,financial regulation,regulator,commerce,economics",,,,,,
khashayar kotobi,pennsylvania state university,"virtual currency,cognitive radio,blockchain,payment,distributed database,queue,wireless,bandwidth,computer network,computer science",,,,,,
khin mi mi aung,data storage institute,"web analytics,web of things,blockchain,analytics,internet of things,data analysis,computer data storage,internet privacy,world wide web,computer science",,,,,,
ki jin jang,,"blockchain,business model,financial services,marketing,business",,,,,,
kianlee tan,national university of singapore,"blockchain,latency,scalability,throughput,systems design,software,data mining,database,computer science",,,,,,
kieran daniel birrane,,"blockchain,data mining,computer science",,,,,,
kijoon chae,ewha womans university,"proof of work system,byzantine fault tolerance,blockchain,economic cost,database transaction,distributed database,fault tolerance,distributed computing,algorithm,computer science",,,,,,
kim kaivanto,,"distributed ledger,ledger,unintended consequences,business model,financial services,transaction cost,commerce,knowledge management,computer science",,,,,,
kimberley liao,federal reserve bank of new york,"digital asset,distributed ledger,clearing,payment,distributed data store,financial services,derivative,cryptography,commerce,economics",,,,,,
kimberley peter,,"blockchain,currency,monetary economics,business",,,,,,
kimkwang raymond choo,,"blockchain,position paper,ranging,smart grid,internet of things,internet privacy,computer security,computer science",,,,,,
kimkwang raymond chood,,"blockchain,software deployment,enterprise information security architecture,application layer,access control,fault tolerance,architecture,authentication,computer security,computer science",,,,,,
kimon batoulis,hasso plattner institute,"blockchain,data mining,computer science",,,,,,
"kinh t�?,"",blockchain",ancient history,"business""",,,,,,
kinoshita hirotsugu,kanagawa university,"inference attack,covert channel,blockchain,personally identifiable information,rule of inference,access control,inference,real time computing,data mining,computer science",,,,,,
kirilind,,"blockchain,internet privacy,business",,,,,,
kirk d fiedler,university of south carolina,"data architecture,blockchain,knowledge management,systems engineering,engineering",,,,,,
kishigami jay,,"blockchain,digital content,management system,internet privacy,world wide web,computer science",,,,,,
kishor krishnan nair,,"financial inclusion,electronic money,payment system,blockchain,rural area,commerce,computer security,business",,,,,,
kishor s trivedi,duke university,"byzantine fault tolerance,blockchain,internet of things,bottleneck,fault tolerance,information technology,stochastic process,distributed computing,real time computing,computer science",,,,,,
klara sok,,"blockchain,classical economics,economics",,,,,,
klaus christian langenheldt,,"blockchain,knowledge management,data mining,computer science",,,,,,
klaus ian,,"blockchain,media studies,social science,sociology",,,,,,
klaus ludwig fuchs,eth zurich,"privacy policy,blockchain,deception,novelty,information privacy,risk perception,risk management,cryptography,internet privacy,distributed computing,computer science",,,,,,
klaus pohl,university of duisburg essen,"blockchain,confusion,ontology,terminology,standardization,the internet,knowledge management,distributed computing,computer science",,,,,,
klaus reiner schenkhoppe,norwegian school of economics,"ledger,blockchain,cryptocurrency,coins,decentralization,market structure,corporate governance,cryptography,commerce,computer science",,,,,,
klaus schilling,,"blockchain,performance art,engineering",,,,,,
klaus wehrle,rwth aachen university,"financial privacy,digital currency,single point of failure,blockchain,coins,anonymity,secure multi party computation,cryptography,internet privacy,computer security,computer science",,,,,,
koen smit,hu university of applied sciences utrecht,"silver bullet,blockchain,waste management,business",,,,,,
kohei nakamura,keio university,"blockchain,cache,internet of things,field programmable gate array,computer vision,parallel computing,artificial intelligence,computer science",,,,,,
kok keong chai,queen mary university of london,"grid network,electric vehicle,blockchain,smart grid,schedule,battery,voltage,electricity generation,computer network,computer science",,,,,,
kolbeinn karlsson,cornell university,"blockchain,internet of things,partition,computer network,distributed computing,computer science",,,,,,
komminist weldemariam,ibm,"blockchain,systematic process,data management,developing country,knowledge management,computer science",,,,,,
kongrath suankaewmanee,nanyang technological university,"public key cryptography,blockchain,mobile commerce,android,mobile device,server,cloud computing,data security,computer security,computer science",,,,,,
konstantinos bekas,ibm,"distributed ledger,mobile payment,payment service provider,enforcement,payment,database transaction,mobile device,computer program,computer security,business",,,,,,
konstantinos chalkias,university of macedonia,"proof of stake,distributed ledger,ledger,blockchain,cryptocurrency,database transaction,accountability,audit,computer security,data mining,database,computer science",,,,,,
konstantinos christidis,north carolina state university,"smart contract,workaround,verifiable secret sharing,software deployment,workflow,business model,automation,computer network,distributed computing,computer security,computer science",,,,,,
konstantinos markantonakis,royal holloway university of london,"scrutiny,blockchain,verifiable secret sharing,procurement,accountability,government,corporate governance,the internet,public relations,computer security,computer science",,,,,,
konstantinos votis,information technology institute,"demand response,prosumer,blockchain,business model,maximization,management science,control engineering,engineering",,,,,,
konstanze e k neumann,,"blockchain,operating system,computer science",,,,,,
kosta mitreski,information technology university,"supply chain management,blockchain,internet of things,cloud computing,computer network,business",,,,,,
kota kanemura,keio university,"ledger,blockchain,bloom filter,currency,payment,mobile phone,internet privacy,computer security,computer science",,,,,,
kouichi sakurai,kyushu university,"supply chain management,credential,blockchain,cryptocurrency,financial transaction,novelty,communications security,emerging technologies,computer security,computer science",,,,,,
kounelis ioannis,,"blockchain,proof of concept,theoretical computer science,mathematics",,,,,,
kresimir pripužic,university of zagreb,"blockchain,operating system,philosophy",,,,,,
krisan ramesh nichani,,"gift card,ledger,blockchain,security token,tracing,database transaction,web server,authentication,computer security,business",,,,,,
krishnendu chatterjee,institute of science and technology austria,"data breach,selective disclosure,blockchain,credit history,correctness,computer security,computer science",,,,,,
kristen n griggs,,"remote patient monitoring,blockchain,health care,computer security,data mining,medicine",,,,,,
kristian lauslahti,research institute of the finnish economy,"smart contract,multitude,blockchain,declaration,contract management,legislation,public policy,commerce,business",,,,,,
kristiina valtanen,vtt technical research centre of finland,"blockchain,use case,cost efficiency,business model,automation,real time computing,computer science",,,,,,
kristin b cornelius,,"smart contract,commerce,business",,,,,,
kristin rhodes,,"fintech,blockchain,underwriting,financial services,risk management,economy,business",,,,,,
kristjan kosic,university of maribor,"ledger,blockchain,verifiable secret sharing,database transaction,grading,proof of concept,higher education,commerce,business",,,,,,
kristoffer naerland,,"blockchain,design elements and principles,management science,knowledge management,computer science",,,,,,
krovi rajasekhar,,"blockchain,internet privacy,computer science",,,,,,
krystsina sadouskaya,,"blockchain,supply chain,commerce,business",,,,,,
kshitij bansal,new york university,"smart contract,hash table,satisfiability modulo theories,commutative property,completeness,heuristics,state space,data structure,theoretical computer science,computer science",,,,,,
kuanching li,providence college,"blockchain,distributed computing,computer science",,,,,,
kuhn brandon d,,"blockchain,audit,accounting,finance,business",,,,,,
kui ren,university at buffalo,"blockchain,encryption,cloud computing,computer network,distributed computing,computer science",,,,,,
kuldar taveter,tallinn university of technology,"service orientation,decentralized autonomous organization,smart contract,agile software development,business process,cloud computing,conflict resolution,conflict management,process management,knowledge management,business",,,,,,
kumar bhaskaran,,"smart contract,blockchain,trustworthiness,data sharing,access control,cryptography,computer security,business",,,,,,
kun chen,south university of science and technology of china,"blockchain,capability maturity model,finance,economics",,,,,,
kun he,wuhan university,"blockchain,certificate,audit,computer network,computer science",,,,,,
kun meng,beijing information science technology university,"democratic centralism,proof of stake,blockchain,distributed database,architecture,the internet,cryptography,distributed computing,computer security,engineering",,,,,,
kun wang,nanjing university of posts and telecommunications,"smart contract,energy supply,server,cloud computing,reinforcement learning,efficient energy use,resource management,robustness,distributed computing,computer security,computer science",,,,,,
kunal baweja,national university of singapore,"transactions per second,blockchain,cryptocurrency,disjoint sets,database transaction,scalability,computation,internet privacy,distributed computing,computer security,computer science",,,,,,
kunbing wang,university of electronic science and technology of china,"blockchain,microgrid,distributed generation,electricity market,database transaction,electricity,power transmission,operations management,business",,,,,,
kung chen,national chengchi university,"smart contract,component based software engineering,blockchain,business requirements,software deployment,software,systems engineering,distributed computing,computer science",,,,,,
kunhsing liu,industrial technology research institute,"carbon footprint,blockchain,online database,supply chain,distributed database,carbon,environmental resource management,engineering",,,,,,
kunlong zhang,,"fork,blockchain,cryptocurrency,safer,fork,currency,distributed computing,computer science",,,,,,
kunn hadinoto,nanyang technological university,"emissions trading,reputation system,drawback,blockchain,reputation,energy economics,commerce,process management,control engineering,economics",,,,,,
kuohui yeh,national dong hwa university,"blockchain,default gateway,internet of things,information privacy,access control,architecture,digital signature,authentication,computer network,computer science",,,,,,
kurt fanning,grand valley state university,"proof of stake,ledger,blockchain,operator,distributed database,financial services,operations management,finance,database,economics",,,,,,
kurt magnus alonso,,"blockchain,cryptography,internet privacy,computer science",,,,,,
kush patel,,"transaction processing system,blockchain,financial transaction,commerce,business",,,,,,
kwame omono asamoah,university of electronic science and technology of china,"smart contract,sovereignty,public key cryptography,commodity,smart grid,emerging technologies,transparency,the internet,distributed computing,computer security,computer science",,,,,,
kwame opuniboachie obour agyekum,university of electronic science and technology of china,"blockchain,overhead,big data,database transaction,access control,computer data storage,distributed computing,computer science",,,,,,
kwangjo kim,kaist,"trusted computing base,public key cryptography,blockchain,trustworthiness,internet of things,computer network,computer security,computer science",,,,,,
kweku a opokuagyemang,university of california berkeley,"trusted timestamping,blockchain,big data,observational study,transparency,data mining,computer science",,,,,,
kwokyan lam,nanyang technological university,"distributed ledger,transaction processing,blockchain,cryptocurrency,payment,business process,database transaction,distributed computing,computer science",,,,,,
kyeong seon kim,chung ang university,"public key cryptography,blockchain,transactional leadership,database transaction,digital signature,software,computer security,business",,,,,,
kyle croman,cornell university,"blockchain,cryptocurrency,popularity,block size,overlay network,scalability,scaling,distributed computing,computer security,computer science",,,,,,
kyoko nakajima,,"blockchain,multimedia,cartography,art",,,,,,
kyong jin kim,,"blockchain,data protection act 1998,rule based system,distributed computing,computer science",,,,,,
kyoungjin kim,,"blockchain,data mining,computer science",,,,,,
kyoungsik min,,"voting,blockchain,data mining,computer science",,,,,,
kyung hyune rhee,pukyong national university,"digital currency,ledger,blockchain,cryptocurrency,payment,body of knowledge,database transaction,decentralization,commerce,business",,,,,,
kyungbaek kim,chonnam national university,"blockchain,theoretical computer science,real time computing,computer science",,,,,,
kyuok lee,,"blockchain,ico,finance,business",,,,,,
l brunoni,,"cybercrime,blockchain,computer security,business",,,,,,
l dusonchet,university of palermo,"voltage regulation,ac power,blockchain,transactive memory,business model,photovoltaic system,transparency,commerce,business",,,,,,
l m bach,rochester institute of technology croatia,"virtual currency,proof of stake,proof of work system,ledger,blockchain,cryptocurrency,implementation,scalability,algorithm,computer science",,,,,,
l maximilian,,"blockchain,ico,security token,venture capital,simulation,computer science",,,,,,
l n krotov,,"smart contract,ledger,blockchain,cryptocurrency,database transaction,distributed database,scalability,software,computer security,business",,,,,,
l patrick,,"blockchain,ico,security token,venture capital,simulation,computer science",,,,,,
lael brainard,,"distributed ledger,blockchain,clearing,payment,international finance,economy,political science",,,,,,
laetitia gauvin,institute for scientific interchange,"digital currency,gravity model of trade,blockchain,per capita,anonymity,database transaction,developing country,the internet,commerce,artificial intelligence,machine learning,mathematics",,,,,,
lakshmana kumar yeddu,,"blockchain,distributed computing,data mining,computer science",,,,,,
lakshmi siva sankar,amrita vishwa vidyapeetham,"quantum byzantine agreement,proof of stake,byzantine fault tolerance,blockchain,plug and play,fault tolerance,software,computer network,distributed computing,computer science",,,,,,
lalana kagal,massachusetts institute of technology,"external auditor,voting,blockchain,ranging,data sharing,health care,management science,knowledge management,computer science",,,,,,
lam pak nian,singapore management university,"virtual currency,blockchain,cryptocurrency,currency,initial public offering,financial services,commerce,business",,,,,,
lambert heller,,"blockchain,metadata,commons,peer to peer,internet privacy,computer science",,,,,,
lamont k black,depaul university,"fintech,blockchain,underwriting,financial services,risk management,economy,business",,,,,,
lampros fotiadis,vienna university of technology,"blockchain,cryptocurrency,microgrid,business process,process control,control engineering,systems engineering,engineering",,,,,,
lan ge,wageningen university and research centre,"stakeholder,blockchain,public private partnership,delegation,supply chain,proof of concept,agriculture,environmental resource management,business",,,,,,
lana swartz,,"blockchain,performance art,art",,,,,,
lance calamita,jpmorgan chase,"distributed ledger,database,computer science",,,,,,
lanju kong,shandong university,"e commerce,blockchain,database transaction,throughput,computer network,distributed computing,computer science",,,,,,
larisa yarovaya,international business school,"stock market index,autoregressive conditional heteroskedasticity,blockchain,cryptocurrency,share price,bubble,volatility,financial economics,economics",,,,,,
larissa pschetz,university of edinburgh,"ledger,blockchain,cognition,commerce,business",,,,,,
larry carranco,university of houston,"decentralized autonomous organization,information technology management,blockchain,compromise,corruption,data integrity,government,transparency,computer security,business",,,,,,
lars gobel,,"blockchain,the internet,internet privacy,business",,,,,,
laszlo z karvalics,university of szeged,"blockchain,financial institution,social control,politics,economy,social science,sociology",,,,,,
lathifah arief,andalas university,"blockchain,internet of things,internet privacy,computer security,engineering",,,,,,
laura bui,,"blockchain,performance art,mining engineering,computer science",,,,,,
laura jutila,,"blockchain,finance,business",,,,,,
laura panjwani,,"blockchain,internet of things,computer security,computer science",,,,,,
laura ricci,university of pisa,"blockchain,cryptocurrency,time evolution,heuristic,graph,cluster analysis,cryptography,data mining,computer science",,,,,,
laura ripani,,"blockchain,performance art,history",,,,,,
laura s scherling,,"arts in education,visual arts education,blockchain,fair use,computer art,the arts,multimedia,art",,,,,,
laure zicry,,"blockchain,political economy,sociology",,,,,,
lauren cohen,national bureau of economic research,"blockchain,supply chain,china,financial system,finance,business",,,,,,
laurens versluis,,"token economy,bittorrent,file sharing,blockchain,computer network,computer science",,,,,,
laurent auteur du texte leloup,,"blockchain,performance art,history",,,,,,
laurent katz,,"zero knowledge proof,blockchain,distributed computing,computer science",,,,,,
laurent lambert,morpho,"identity management,blockchain,user centered design,internet privacy,computer security,computer science",,,,,,
laurent leloup,,"blockchain,performance art,history",,,,,,
laurent njilla,air force research laboratory,"distributed ledger,blockchain,distributed database,cloud computing,human computer interaction,distributed computing,computer science",,,,,,
laurent philonenko,avaya,"blockchain,mobile device,authorization,authentication,software,computer security,engineering",,,,,,
lawrence orsini,,"consensus,blockchain,database transaction,control engineering,distributed computing,engineering",,,,,,
layne liu,guangdong university of technology,"edge computing,data access layer,blockchain,originality,application layer,scalability,management science,engineering",,,,,,
le quy quoc cuong,,"consensus,blockchain,digital signature,authentication,computer security,business",,,,,,
leandro navarro,polytechnic university of catalonia,"wireless mesh network,internet access,blockchain,software deployment,mesh networking,access network,the internet,computer network,distributed computing,computer science",,,,,,
leandros a maglaras,de montfort university,"blockchain,open research,threat model,internet of things,reputation,cloud computing,computation,the internet,computer security,computer science",,,,,,
leandros tassiulas,yale university,"blockchain,wide area network,stochastic modelling,distributed computing,computer science",,,,,,
lederer edouard,,"blockchain,performance art,history",,,,,,
lee braine,university college london,"smart contract,position paper,sophistication,template,terminology,semantics,automation,management science,knowledge management,data mining,computer science",,,,,,
lee gibson grant,,"e governance,blockchain,the republic,corruption,tourism,emerging technologies,poverty,economic growth,computer security,computer science",,,,,,
lee grant,,"grassroots,fintech,blockchain,industry 4 0,target market,use case,internet of things,financial services,commerce,marketing,business",,,,,,
lee hibbert,,"blockchain,performance art,art",,,,,,
lee jung hoon,,"virtual currency,blockchain,embezzlement,narcotic,hacker,terrorism,computer security,business",,,,,,
lee samuelson,hogan lovells,"blockchain,due diligence,securitization,pooling,secondary market,credit rating,intermediary,data security,financial system,finance,economics",,,,,,
lee thomas,cardiff university,"smart contract,blockchain,solidity,mains electricity,payment,negotiation,electric power system,automation,operations management,business",,,,,,
lee won park,chung ang university,"smart contract,prosumer,smart city,unit price,home automation,database transaction,sustainability,energy conservation,commerce,environmental resource management,economics",,,,,,
lei chen,hong kong university of science and technology,"blockchain,data mining,database,computer science",,,,,,
lei fan,,"proof of stake,blockchain,scalability,distributed computing,computer science",,,,,,
lei huang,,"blockchain,data security,computer security,computer science",,,,,,
lei lei,,"vehicular ad hoc network,blockchain,computer network,distributed computing,computer science",,,,,,
lei xu,university of houston,"supply chain management,ledger,blockchain,economic integration,supply chain,information protection policy,information technology,complex systems,process management,distributed computing,computer science",,,,,,
lei xue,university of electronic science and technology of china,"blockchain,microgrid,distributed generation,electricity market,database transaction,electricity,power transmission,operations management,business",,,,,,
lei zhang,national university of defense technology,"blockchain,cryptocurrency,peer to peer,distributed computing,artificial intelligence,machine learning,computer science",,,,,,
lei zhou,,"digital currency,blockchain,monetary economics,business",,,,,,
leifnissen lundbaek,imperial college london,"proof of work system,eventual consistency,blockchain,financial transaction,business to business,psychological resilience,public sector,cryptography,management science,theoretical computer science,computer security,computer science",,,,,,
lela mosemghvdlishvili,,"democratization,social movement,thematic analysis,blockchain,early adopter,triangulation,decentralization,commerce,marketing,business",,,,,,
lelaboess,,"blockchain,cartography,art",,,,,,
lemuria carter,virginia tech,"general purpose technology,blockchain,ranging,business sector,information exchange,peer to peer,government,corporate governance,knowledge management,computer science",,,,,,
lena utz,,"blockchain,workflow,automation,knowledge management,systems engineering,computer science",,,,,,
leonard kostovetsky,boston college,"blockchain,cryptocurrency,ico,coin,venture capital,market price,finance,business",,,,,,
leonardo aniello,sapienza university of rome,"cloud testing,blockchain,open research,cloud computing,data integrity,latency,public sector,throughput,distributed computing,database,computer science",,,,,,
leonardo contreras,district university of bogota,"blockchain,archetype,big data,supply chain,data mining,computer science",,,,,,
leonardo maria de rossi,,"blockchain,knowledge management,computer science",,,,,,
lepac laboratoire detudes politiques et danalyses cartographiques,,"blockchain,art history,art",,,,,,
leslie mertz,,"blockchain,health care,knowledge management,biological engineering,engineering",,,,,,
levente darvas,,"blockchain,internet privacy,computer science",,,,,,
levi barker,,"distributed ledger,transactional leadership,key,incentive,commerce,marketing,business",,,,,,
lewis cohen,,"distributed ledger,blockchain,cryptocurrency,commercial paper,financial market,financial services,capital market,derivative,commerce,finance,economics",,,,,,
lewis rinaudo cohen,hogan lovells,"blockchain,due diligence,securitization,pooling,secondary market,credit rating,intermediary,data security,financial system,finance,economics",,,,,,
lewis tseng,university of illinois at urbana champaign,"eventual consistency,distributed transaction,ledger,blockchain,cryptocurrency,distributed database,ground truth,cryptography,distributed computing,computer science",,,,,,
li da xu,old dominion university,"business process management,blockchain,industry 4 0,trustworthiness,workflow,business process,internet of things,bottleneck,process management,artificial intelligence,machine learning,engineering",,,,,,
li guo,singapore management university,"risk return spectrum,sharpe ratio,blockchain,cryptocurrency,alternative investment,portfolio,payment,sentiment analysis,commerce,finance,economics",,,,,,
li mingyang,,"portfolio investment,asset allocation,blockchain,cryptocurrency,finance,business",,,,,,
li tian,,"blockchain,protection mechanism,reputation,database transaction,audit,computer network,computer security,computer science",,,,,,
li wang,beihang university,"blockchain,mobile device,intellectual property,computer security,computer science",,,,,,
li yue,,"proof of stake,smart contract,blockchain,big data,data sharing,the internet,internet privacy,computer security,computer science",,,,,,
li zhao,,"blockchain,digital rights management,computer security,business",,,,,,
liam bell,edinburgh napier university,"patient safety,blockchain,asset tracking,traceability,tracing,data sharing,health care,clinical trial,computer security,business",,,,,,
lian yu,peking university,"blockchain,transactional leadership,scalability,finance,distributed computing,computer science",,,,,,
liang chieh cheng,university of houston,"smart contract,role based access control,blockchain,internet of things,access control,distributed computing,business",,,,,,
liang wang,,"blockchain,emerging technologies,shared resource,government,information system,distributed computing,computer science",,,,,,
liang wei,,"blockchain,anonymity,encryption,data integrity,access control,data management,the internet,cryptography,computer security,computer science",,,,,,
liangjie zhang,,"edge computing,blockchain,distributed computing,computer science",,,,,,
liao kun,,"blockchain,microgrid,electricity market,microeconomics,business",,,,,,
libo feng,beihang university,"blockchain,mobile device,intellectual property,computer security,computer science",,,,,,
libor kyncl,masaryk university,"virtual currency,payment system,blockchain,commerce,monetary economics,business",,,,,,
lichen cheng,beijing jiaotong university,"blockchain,nondeterministic algorithm,server,incentive,authentication,simulation,computer security,engineering",,,,,,
licheng wang,beijing university of posts and telecommunications,"blockchain,compass,timestamp,satellite,distributed computing,computer science",,,,,,
lidong zhou,microsoft,"volt,blockchain,computer engineering,electrical engineering,engineering",,,,,,
liehuang zhu,beijing institute of technology,"paillier cryptosystem,cloud storage,blockchain,database transaction,data sharing,cloud computing,scalability,distributed computing,computer science",,,,,,
lijing zhou,beijing university of posts and telecommunications,"blockchain,compass,timestamp,satellite,distributed computing,computer science",,,,,,
lijun wu,beijing information science technology university,"democratic centralism,proof of stake,blockchain,distributed database,architecture,the internet,cryptography,distributed computing,computer security,engineering",,,,,,
liliana mineo,university of palermo,"voltage regulation,ac power,blockchain,transactive memory,business model,photovoltaic system,transparency,commerce,business",,,,,,
lily zechner,university of graz,"virtual currency,proof of work system,digital currency,prosumer,blockchain,cryptocurrency,criminal law,law enforcement,commerce,business",,,,,,
lim sunwoo,,"virtual currency,digital currency,blockchain,monetary economics,business",,,,,,
limin sun,chinese academy of sciences,"market capitalization,ledger,blockchain,cryptocurrency,resource consumption,upload,financial transaction,incentive,computer network,distributed computing,computer science",,,,,,
liming zhu,nicta,"proof of stake,transaction data,blockchain,trade off,scalability,computer data storage,cryptography,software,systems engineering,distributed computing,computer science",,,,,,
lin chen,university of houston,"supply chain management,ledger,blockchain,economic integration,supply chain,information protection policy,information technology,complex systems,process management,distributed computing,computer science",,,,,,
lin liu,tsinghua university,"smart contract,online participation,online identity,identity management,dependency network,digital identity,reputation,management system,internet privacy,computer science",,,,,,
lin william cong,university of chicago,"blockchain,cryptocurrency,diversification,decentralization,incentive,economic policy,business",,,,,,
lin yixuan,,"blockchain,microgrid,electricity market,microeconomics,business",,,,,,
